volume_cargo;weight;place_loading;place_unloading;fk_id_type_cargo;fk_id_flight
96;7233;qxudaqzwbAwC;gwcO wZtCSAyxrNfUvsNRicw;2;7901
108;4813;oyaOHSa ;Tfv;6;7902
75;5549;ZeOBOleHDMYqyyU;uWaaROuyabosmTvrxXKK;4;7903
70;6193;JGqnoDfXXYBNIIxnXwTp pJeoH;Sb CyCilCnEoaQWeTcAHvdPfbdIAp;4;7904
109;7123;qPZr;KaundvqXeAPOAyh;5;7905
92;4073;tYDiUtSNMQKusrlaUWYgF rXs;WAbzjTUovGfngFrjo Axu;5;7906
109;7296;atVQiiIL;oqZlHFOT;1;7907
86;4154;srBewPkxPLbHST;QKAKTAbzHLLvyNXMsNL;3;7908
81;9418;fynyHvXDKSSaqAabZyxGeDEuZFq;vOYoOCcUgMpdcMBqTSZOsM;1;7909
104;4987;GLtPHMocqddBsZKhXfuzeUd;LldTWNaYqbbtUa;5;7910
109;7373;raPijsANd;EsRNkwlilESdOBHhjmnb;1;7911
57;3961;JJnwujIAhlMF;uhIOkORBt;4;7912
64;3554;miZgKrCTjMXaQHvNXKNXxRc; RJGWowiBkocFpT;5;7913
50;5491;sfoaBuOkOfelZySL;fEpuMSUWLVKpVdOCxXZEVNSWAQjAHt;5;7914
51;7336;TcCzqeoqyu;EAqWtTOiplXYAnJ;2;7915
82;9063;eYGlwrBiEFZvTzMyXBoRAgqN;KbMDJxlhusAUNyipOem;6;7916
69;5182;hTirGCrUDR JUQbKgPbJIa; yBAHPzMxAPvQQEUOhKaxxEZO;4;7917
64;4225;sA  ;lCDcowfBSroZkLrDm;1;7918
100;4424;VCAwunDFfRl;ZxKNleVpwEWQqRtkvgLJ;1;7919
98;4292;NgHuzWKIVTdhcM XEMEVPwCwT;ipDZwGZrZmQAKSNLARoZtYsM;1;7920
66;5664;uGrtxDUnNdqvABsircFZlDHtfLGnZ;bxqRIoZqoNJerHYfXHXNJ;3;7921
74;3622;sjiOiIMPSwqFBnubFh;wHaL;2;7922
52;7618;vcIExWkOtOt;eUCjMXzydG;4;7923
60;6510;hbmnklAMoTuAkpbWjMwOPnWLXfw;rVNkhetZJ;2;7924
66;7309;nKerAcGlAYhwunkoURYKsghTRPK;KJWb CmBVAC;5;7925
86;7719;rpZcJEq;fEPWhobADZiDbQC;1;7926
77;5925;oWIiIQkE;yZXxUdffzQHR wgKdsDxLWkJMZBfEc;3;7927
101;7929;kcRWbLmK;yFuWADsczhyFbkgXC rFxMPnvhMExS;6;7928
84;6166;YOYLshi;SNq;1;7929
109;5840;bUOChEYOldBHWH;NoiWUTDuCdbyhCnnYyMbHhrOH;3;7930
86;4718;NnrkdkdIIjBW;zejJjdj;3;7931
47;4855;KrblRCjQEtHUHAbyk;axIPt;6;7932
53;4257;FazhkwKRhua;sXLcIQAJmLmWn F EYDZyssqdJqwH;5;7933
59;5789;KSLyzImmKPhVTVwU;xIIwDQCnkcFTjRmxoLXmxRj;2;7934
67;6610;nLClZG;VhvwU;3;7935
68;8597;rTNWEY HDwTrJjlbqpn;xDXvDCzArFhqtUCpsj;6;7936
72;7990;hwPkE HTeBwbHzynmayIElywjVh;ukTiXdEyMq;3;7937
88;8912;youtaUXoVrc;IofzsrZx;3;7938
80;5722;qlAmNhi;HmvW fLPmNuOOtnOvHVwVUf;3;7939
78;4207;YTAODiBIwHBYBtJsvRuWBQ;WjOmPaUqOlEcEQPUHe uvKZJ;2;7940
59;4923;HXkhjFlRyLJVNY;AMgjypUngBDRtoldORsCHCqV;6;7941
94;9861; RqMeryuoKEirGAEDQ ;nJCeV;3;7942
45;9800;jXVjxYZcbBIGjrLPWXUoRPsPKf;XqFjmLhJWpWefdDBlCEaNgBqiYwr;5;7943
109;6351;PglllwkPI;Fze;5;7944
44;8339;jtzFXFQXxdAErqEUl;KEcwQVebmIIjslrDEdtRmB;4;7945
45;7743;KfzMldussNZy;VlSgmG;1;7946
81;9559;GPQAVOVdFY AQaBNSbuelMjENGsX;LtJQ UIVf;4;7947
108;8649;CfaqLlqLgohW  AQHSgZHOwMGBDwgJ;nLeSdFGCaSIvJwTHHcMaoEzCDE;6;7948
65;9332;XVcMKlWtc;CkpNyD;3;7949
84;7915;ZaOGgCrrzVysBiSNWQZxzNInUN;Jxsjjn kRPYuSqVkMyi;6;7950
46;8948;Zzc; cqKRROQLH;6;7951
60;5082;PsfmiA;JQriSmIDBEGHLQzgkVbI;6;7952
85;9456;pdSWRqRwuZao;JBoABOaFugxDzhFRRNnZJCL w;4;7953
107;5810;BhrHjgBbMwlrZgxVIeMDcgOBRY;HHpkDmqMfDDGvBxDD ASYI;1;7954
104;7455;OpRhQztYmSqk;sdiTKx dhh;5;7955
65;8367;s CvkLvSKQMlf;tbodhmJ;6;7956
53;8049;vgZaycRwgiCYLttAJF;WMzNLzsCUYarsLRo;3;7957
58;4292;CjlScoQTkbSVKOFeTWZZOnF;mAFNLYcoBKeqNNRfXTPArVzPbWY;5;7958
83;5515;LVSTMHfZFsTqXiWicSApITw;BlsutsbmjmPGzZvt;3;7959
70;5564;MGbDWAlaXqgRMWHE;RtUajQQSQOzdlGXVLnFpYDyTtZ;5;7960
59;5957;oAiUgMCMQvXWxVBQxxbjzxf;KmOGcmSttdMBBTnXlYUvxdCzzo;1;7961
98;9729;MclJeoycayX;Tz CAXXTFnUxwfBzdu;6;7962
72;9909;SdJVJJyhqScJMgRiZWkxDuCM;rLNHdjGv;5;7963
104;8996;BnuQgXhKykdpXLVlXSGq;npYxloCkjhULGramnzwccda;3;7964
71;9809;nGiQOA;MMAgWsqyb Uju;1;7965
102;4693;PKAabMUndDKjIa TuGWFLxIyWeA;ucPctzumhXKidTvlGmLGX;2;7966
72;7481;zkRMtgatUHRXrWKZDexwECN;HYxrsimVuNUfwuw;5;7967
50;4324;DjBQhOhukuM KOqKzl;BDAtiGLvDzwpb;2;7968
103;5639;UgGhNm;PEsOemYFFfSDcxrKxVtujaLKIUy;6;7969
64;8504;NHoUcGD;PGUVNxMIrazrmjx RGOunuv;1;7970
58;5539;utNSVgPXlNMSvBF HoM;VxrbkjNvtrfjpYEB;6;7971
45;5722;eDAzBhv;UJHGcZxRn;3;7972
45;9444;iabYUKX;tjZEOwPiOq;1;7973
63;9529;plVgRaAh UaXlkDxR;JsmUoeeLgICUojSTdUsQFqVZAowhsF;6;7974
89;4767;vucOVQbtFmehXhJRb;PKFKkAbHGGTmK;2;7975
91;8579;iAKb; cUajgcphIFfrrJe;5;7976
92;6368;piHxq eXs;inrOTQhcrICcauWbn;2;7977
52;9426;yqjDgiEeFwPPRRGUFPaFigB;uHGSgbNuHNVrwxvuV;5;7978
93;9630;lEl IsuC YOCwHGhTQeg;sCPmRMvbnYj xEucdOCoUOnXU;3;7979
78;5077;SGOQDIZN;zq CyQXFEOCM;4;7980
76;8698;ravvtrGF hz;OdwlPNRszYhqGd  lurhJLZAzkpWX;3;7981
46;8092;tKCbyIPPcKeYTPzsk;hrfyaELTkEYs;3;7982
104;9415;TWXdHhHmVxxgqli we;AZHIVarklRbcHGM;1;7983
92;8228;cUQmbZtNRwgIcsNjWfaTd;roFkUwBWuhEWalUMoQAPENOrcN;3;7984
106;4469;m kmOGSlchIw Ebu; QZrpBsnJByzfQJwyZvf;2;7985
109;4495;wRfhAsgGHdvlWOea;jsAMmnHRlkXItioM;5;7986
96;9456;BEsQzgUtogQiACaGlYifD;wtxhtNQTh;1;7987
80;7529;YynHZqD;NbAUNkDpCCdFDyan;6;7988
103;5414;hlwhP;IOIZHGZOYn;3;7989
79;8375;dHRvuGSOPhc;BaNOfeujaQQhYrVjAhvWErynAhwZzt;2;7990
56;5708;HwkCOsckYWo;ESuAwkZWcohWifkDKTucsc;1;7991
101;5120; lNPkHvjZqQOg;wkEwhcmDOnOYNZVzTg;3;7992
73;9808;QMkiNCBKyKiWfOkntLuIVCwZSDy;eSoiXUDVnvHOdBIXZOyNZZcf;5;7993
57;9613; AWOyN nhJcevtiaAIUcpGA;JvHdMybngU;1;7994
88;4994;aAviBJMXksO cAfbCLKUCJgwQP;iiKiQ jClYrKvGLpxOSt;1;7995
72;6490;lDZdNEyr XHeWNHnFlp;ezltXBkpsxkyCFmJcdzIxkCNBe;3;7996
80;4956;rFQkLJdIhDUNnH;PtTsU;4;7997
74;5362;bicMgjD PVbyvPrXl;igtcrRzn;4;7998
58;9382;flNwXMRHA;WTPosrAAFpz QZ;4;7999
74;9548;MlCgptFTPWOgtk;MWq;5;8000
68;4262;jHFVFocsxEsBogBqIusQquyamN Ov;dxrwpWOgJ;6;8001
106;7058;Al TQJLRFJdYoQ;MLesWdQQPTkYnJpUG;3;8002
48;6851;MgXvAXZASGmfacovHHGxuA;oluoDboX;6;8003
79;9454;JsYuJv wFvkoWV BPk;dCSsaG;2;8004
54;8623;i FyFzCbvkiokBZnMZBXMV;yDvEptLsXoWQ;3;8005
97;5386;JlgnfFvNEpCrBlUYGsuZjdh;GKJM VWaSYCMpsj;4;8006
97;4320;ZBFVsEsJ;faiOgJXEgQgEaCtRsaX PPoEq;4;8007
96;7632;gylZqGLLOEYAsobbaBZAzGH;gnfyeiSzF;6;8008
109;6473;uVWlqszjyGyiGFlQXvRPg;gGNyXOWeyKHyVVRlXWPUOeCGDeazs;2;8009
88;5781;FdapUlSZTflrCOdHya;IKHn;6;8010
87;5176;rHgfLjRJpqgwxXeuhNrkHPVZkSFbG;beHnciyqFslHGoUwtNZJAxHw;1;8011
50;3547;DBuYCvgouuDhSWM;xMlJsYlGTNgzUnRTeo;6;8012
87;6525;FlCVU cOslDS;FJ uRYljxmxugfcTYwHSriRAcwPIY;4;8013
65;4810;qq EvXMWYnKxSlOwAzg; OjqseusrOzkM;3;8014
72;8424;gtgNVPDfEjDXBS;TZWmPdTIQ;1;8015
77;4447;ic PfgZBaSlQkKAFjSiDrRwnGh;PEoIcTmGPY l;2;8016
103;9697;ZRxBNngylJCpwhIMMVNEtxrX;AGPpCyNKzpLGafluB yNWCExVVp;1;8017
106;5968;bPUCMZKal BbBjoOuBxhs;RYwOCGnuhENMsowdqzEkUfCfvov;2;8018
87;7093;PUxcJasXybjsQolNcxuzV;oJUdSJLZZjaU;3;8019
92;5665;juLeglfjgXHLbTxZA;KyYAapmDYaKiwLyVzxOLhLEHFA;5;8020
97;9435;vTZZFLMxmdiLxdxyRO;AtrWEWFZi;5;8021
67;4672;L MAASRRxIwBrhOw;fFdJozMKHePXUQAlDAGAuu;5;8022
62;7647;dMXbAZAUvFsudXFYr;mcggiJdpswwGmuxKD;6;8023
81;8882;e jxtIvZAIGSSCdaRvUQbFkxv;dfxyihjDZAty HTNQxpLWXUaJqDD;6;8024
53;3739;FWZcVyHSOezwIut;COzWppPedfOoAJDqjmFoq;1;8025
62;7567;ulgXLCOjcUutEFHMpjXWUoBTePVDy;EhbHSu;1;8026
74;5807;zQaSwlzNKcawtYKSgPAQ;FcqZEGuyFRHSOtAsczjfoGfAmEW;1;8027
58;8465;AWJ;HLDhZNiPllHpbB;4;8028
64;8150;IOiQ;BYGuMaPMlrHLyJD tYJONsQNyqZqqe;4;8029
88;9724;lRsa;CIdMwTtJ;3;8030
69;5129;zqZMCI;JrFNPTpaPTFeGTzdmmx;5;8031
48;7840;SzPepQRtHLxYCKri;JeFGKxCTlDG;2;8032
55;7192;XgJMQXv FpG;lAJwd;3;8033
61;6775;NdGoO;VSgdRgCLnpLMhjbHuwhEsWb;4;8034
52;7283;cSrEJKPGe gUfYhEet;eNgAggVfkeTwjoMTu YaRZ;5;8035
57;5730;HdwKKOnxLDhmPtRcgGiTdcv;WrtwotGFUz;3;8036
62;8350;OActwBuJNEb;RiuDIj;1;8037
70;5551;tafdegakrCoERzAXlsBKataOh;kLsZgdfKpAxGtJbUyDTIelyOD wM;3;8038
67;9367;jZyEPrCglsUyZtyEFGvhznsRF ;hHRdNz;3;8039
56;6873;mwhnginosUHNXOswGe;NvivKAybkGpyRmDt;1;8040
69;7192;qHIZwzT;ebiDEiDGMIpRk;6;8041
98;4598;OiOhsSWufyYk OQQlotGAPHhGJDlJ;Gp O GAHVpyYFVDzYGWJuDsiwp;4;8042
74;7486;BzhvqPwAdrQTvo;MKDiOPeuKTugFuZqxkWPIUWw;1;8043
65;7396;H Hbv;ivS;1;8044
78;8058;WIqPDkxnWayGBO;gxUhPEHPHKgPNWDKjIvEeaExB;5;8045
44;4486;CrjyLgfl;nrRUMGKBKtRPuKVSC;4;8046
75;5444;INLEOPNxybDvpCyAN nTUuy;TopWmSkUxGJ;4;8047
85;4230;TeankvdIYeBjJlIWSCSXIwU RqydpA;IueBZZAmKZTxj;4;8048
69;6042;dgehBLnIzRtbDxJW;pdUAXsizOuI;1;8049
102;7289;kjxEqqi;gRsNONvFJoHHBEhzHJKZTMCqDjZOr;6;8050
72;6277;ErytLYEQedrEHKDopVwEnm;QRKaE;3;8051
104;6538;XfTgDfoLvmOFTxeImeh;sdPigZg;1;8052
84;9070;mEzgcrg;vwkejxpMXl lALMSBPhii;2;8053
82;8643;UBmAVdFdSESmxyxkMyGqclGZK;gEqGTGzjpwuJOuN;2;8054
52;8363;BmyZDRIyckAh;TOIOJsujim;6;8055
71;7259;jpi;qwaPJclAYlMIDDSbQauWaDC;2;8056
77;3654;DycQfjiqpqzeouBjErtKJrNJvQgy;DCSx;1;8057
79;6503;auY;GRDCvsFLtPgF;6;8058
102;4635;FKtVjFAp;fGZKztnt;2;8059
82;9700;oYQwWYjrEUsYqFcAjcebtIRMY;NAGqDARSVmKoomLkfFEFSR;3;8060
61;9600;cUsQv;qeTUbUqMkOwfZJbto;6;8061
67;5125;cRgJiNaLZGygVCJqR;YBYAgiEKyEk;1;8062
49;5033;oyWkweGtC ruJWSlJ;Xyna;5;8063
101;8162;iGQOEZshLwnEOhgtsVDtqn;PZiHJksgAya;4;8064
75;3600;vBFFJvxg;NWOmyiYbzCHXkeiKusFHhKEKLt;4;8065
81;6046;wTqvHUhesoAbGLjq;SyGR;3;8066
96;9606;IAkDenAEcNRWcAhX;FYrPhiBmqRNitpuzrEepvSBaptghs;5;8067
89;3767;tqwoZTIImdmnchMiPqTpEngBUsHbM;AoXWJJqYqboEKzvt;2;8068
85;9518;NoO;UxOgRzSOvMkYBRt qffIFjOcRwJ;5;8069
83;9171;lhUciJpVKHgUXBHsu QUbuRMFu;oxipyvUuQldVHeNVJeUMKACqFwGB;4;8070
48;7335;ToTlkpaKR;lSRuqb qhPkyukEy;6;8071
69;4133;UfsRF m;cnsR;5;8072
88;3583;dhTjQHxxZFqJkZPW;AktigCAVrPUmaeAMtmSoc;6;8073
78;7173;vDfEzONMLXN;RxuoUGNgXiZNYCHrjrEYVuFAiuh;4;8074
83;8572;hznSMxzvvywnpKoG aymYwGnxvmW;BjZfQ;3;8075
82;9887;VcTjRwnwWMvlDH;hAmFUyCpqc;4;8076
108;7711;QWQjyWRLxZYVqjoNsR pTIriBUWw;alfQDsN;3;8077
100;8615;xLphOLYErqsqxtOVFjzjlctO;aLKUcuCEwpaMjZbIJXChqD;5;8078
50;6162;GjcDduUkvlm xyGlZJmHJ;yQMYuQvyROIovmgfaXsi;5;8079
83;7168;WPzsytpscwmIHVTLI CjLnWg;stu;1;8080
73;7858;AeYCE wifvEOslGLhz;SnUQzJKGbVXQrQbfEccZvT;4;8081
104;6502;I bWLRMIjYumeYnphTNUTIVRYqzv;lRjBuOyBRqrjipZ;4;8082
51;9447;zzhuxNzgjQMYkZEXlqhs;YrRw;2;8083
85;5396;SokmOPXzqf;yythquKtzwqVtmfbpIu ntKHCi;2;8084
75;4087;EMKFhezxKTqqxoGzPR Eq bivQ;OvfwytMWUj;1;8085
87;7412;yoNlkJ;eQnY;6;8086
92;3626;yIxrOyPFkskBtZWuS;PoAynBeUVPJbiImjUIXOD;2;8087
67;8724;LePyPCpR;tEwrWyzQbqgjPQ;2;8088
93;8132;NEr tuhKbdoKHrKKb;nssxXyegGoxjF;1;8089
108;9574;vRBSQqyVsfDLAXjQfl;HIIUVAMlzdkpWzASYqLzX;5;8090
104;4460;aXiHHElNWTT;iUJhMgnsgoLLpKdrpnGUzs;6;8091
109;9909;tenrFLGtRRRg;wCnKyfUacQpWcXVhsHlKWP;2;8092
98;8754;EsoAuhjcMQBEGdsvA;IOSdlCyPXvDcymtbvCnPQz;6;8093
62;6708;AJjClyePmNRSRaZnsoFVwrGDCaUAMl;WPmQrSsuNBgx;3;8094
81;4378;Gpyu LXnEyaQ;IAWpwkIMvj;1;8095
76;4915;bOPYzPhSCEzoTnlfJPbUxUGWxDQfSo;qbrq;5;8096
83;6559;lTaEYIJaMEadPllhbohRFMoRGM;KDcFpmnOHfb;6;8097
79;5635;MCXMRCCVrruXALuMBxYYTIJHlLnNne;JHGUTniwruSddBfooOoHMgljwH;2;8098
69;9037;zEfPyaQLfwOc ;WBDjJelKpgZ;4;8099
81;9234;oivO;XMZZUXDxDTXplUxGFaxPjBDp;1;8100
47;5470;PnltGQQTlSizdHOf;fseC;1;8101
102;7136;knyeJyOnCQLCWXeFosofNAbabe;KsD zxpYcImNvx;6;8102
45;7021;WVsI;yfhQdbYfUwRcPcFuiqWlvy;5;8103
47;5949;GzSFiR;LtJpZXlsKEdBz;1;8104
71;5874;RknvqVxPrtXQvl;CdSxrlquCerxDsKZxDDfwCqAMx;5;8105
99;8303;mMzkybcSNnTXfts;MligLDFlXjdfCQyLzcd;3;8106
91;8411;zowdhfauPCGnJHuDnxzxZTxtG;SlwDfbBIiTlucfDgQ;4;8107
83;6970;EjqojlTekjCEQAmVuyrBZqo;fivzljSHyfpbqQacgTJgkHpvB;1;8108
85;3680;nClUEIqQOlhWbRs hsxxsUTo;jhhIhsRsQHA;2;8109
77;6454;axQyhQ G;qvHpuWDLtsnOZRxiXpuXKU DXU;1;8110
50;4508;ksMZhMk;bSwqbUMneScmwunPzDY lzTIAcBTT;5;8111
67;9229;qHvQA;dNENvXTlznxnaDjFuRt;1;8112
73;8845;IFiHKfuPdAftNmWxYr;dscOFEAiMLYrEDRXcJQZwQT;1;8113
47;4783;DaKL jufoCLpkJG;WzgebGczttTsNvfCfSFYuvL QptzK;3;8114
67;9335;BJGkUlxAKThMqH;VdiOzXhcsmXkMo;6;8115
98;4880;nSS FQ;CeLigcCTkf;4;8116
59;6125;VuIMCVdyEG;RStbNwmXkdBgay;6;8117
53;5201;NNcJWFoKHkSEZfIaBArDgmAsmK;zER;3;8118
85;6247;TTcvwrAEiFrkTXzPkqHxfEBYsBjle;wpKGOttWtNHye;2;8119
103;4177;m EZntdb;dafmoS;3;8120
91;4120;GzDBgAwamaGGVRxecGMstn;vVRolSMwRJkIVXqPrKodNuDpUSn;1;8121
49;4607;wJRScTtoIVfaRVdvcflUZSWFs;ZnlhANMd;4;8122
44;8393;NBsxUaQksoSiNQtgqxBuYGHEJQHM;TMdMnPX;5;8123
83;5996;ssgKbNFfVlMYjGB;XPpWebbkmkvryKxIzipOSYyA;4;8124
50;7416; eAUboegqrdMfKKAkITGmjesL C;fkhYvdhVNgAyBxbLGCIxti;6;8125
95;7986;EAuiiYB;AfHjdZqsvskTwNHGsEX TVxAf;4;8126
60;4569;GMZoYS LSVpughuRxrl;LlEiYVcXKJisyhcKlIIUlhGnlrWC;4;8127
93;4838;gqp ODWSuVrBVgHsCKDqlrGpKAbn;NBYb;5;8128
67;9598;Jgeyr;FlXI;4;8129
62;8146;wpGKrgWQRHqrYpsl ;dCii;2;8130
44;3889;VbzD; YZSiJpNk;1;8131
61;9086;QMvMMxWbfEgetVukIcg;BCaBxCBfVR;6;8132
63;6230;ZCrOaslleyHwwmEgMTqz; RtJdLl;3;8133
57;8467;vdcFVxzAFxiv;kIKNJjofatByethNXHZa;1;8134
88;5548;kasv  bWgDiesQJOTcarazRIgTKrB;MIIJEaMMGQOAl;3;8135
96;5339;QUZhnuLXm;IlV;6;8136
74;7240;fqD YtLZh;URRhgoGLBrigpciBhSXEbX;4;8137
78;3885;BmPIiFsBaB;UzgcDurtMaaVifb;1;8138
101;8504;bmkOWNWKBsjCYoGBPRGCjpoc;OiQrrfMcrG  yCSsWjXFwufkiyHJh;4;8139
106;3569;fDHJRps;TWFDXYLuUfqHatgtd;6;8140
71;9496;rdEpaMdk; BIl;3;8141
62;6351;CksVgnOlVcccgwZRXAKSLwGIWu;nQ G;3;8142
62;9914;Gxt;sIijkFkzaNDIv;3;8143
71;6124;PQrf;KXZsUGGVXvlgmewO;4;8144
96;4655;MSHTHbqjHVNiBCGW;gsgIG;6;8145
109;8938;IDIuLrBwZKx;HMjERJPHEyDDaXp;1;8146
50;9398;rmZLmawsTQV;qjrCrqpQEugewNPpLcIMf;6;8147
79;9268;MTXkLoIlrupaAlxlXLVVjzYiL;hnsvoeNsFFivhkk ;2;8148
45;6584;VlXUYMeiGHU;XJIilMC;3;8149
95;6642;cfcnShSJypYMNcgBpck;KctHHYj;5;8150
57;7488;DwlBwIIgs;Lytt;4;8151
67;4003;vHjFAOArUZnnIIeocyFvV;wbITlcKdSBHaoFaPDteOzavaqQ;3;8152
91;8053;KKdjiIGrqzbIASCSWQno;E arySoewDqPmeNHMWe;3;8153
53;9762;vErswCYYsVsGUVp;p g oRPnUag;3;8154
79;5261;WGvpmZByoqnrgqEHEloqRi;PYevonbkRMYGrwEKWGUMEYQ lP;1;8155
52;8203;FDhJUQFXpiIWltblrj;hPLkecp;6;8156
106;9915;XdUzEyntSQprHR;UZmuIzpqeGEcy;3;8157
104;7102;BrYClMKkTApva;EhcZQ;1;8158
90;9910;HTcbBDvJzJCqpjcsN;PIHdStgmvEbAvKpoHUbaAe;4;8159
85;6674;TmdVPz kys anBCAgt;EJTIlaPoH;6;8160
106;9894;eFwQ;dXFapwsJ;5;8161
56;6135;OxE;tNCWYxmiLEtBf;1;8162
51;7923;mlrA;vqfOSGipBZhG;2;8163
54;7898;nfSGRjVhfIXPNLY; i S;1;8164
80;6119;dNVFjaJwsvoelMqDYoSLTKz;ZfAvHFshcWPHFoqeZUz;3;8165
55;5825;xJ JrATMOTYOGExNVyNCuzldjuINig;wPxCKXhwMq;1;8166
105;6917;GQhzHusfRt;yDfKOeIWUIadoLRwpmqmLUoDqufPa;2;8167
55;6569;wnPbuzzUEUTJugFpIYB;PzTwdEnSTHo;1;8168
73;7947;jTSF EsOCL;BrmGeh;5;8169
95;6184;TK lLWbGJADB;uYnIxQaBQkPeaXwWjMTfBtA;3;8170
79;8574;ihLdNaHYeHKFnTLimVFywv;LOchONlFScATIcSFJfYsX;3;8171
58;6353;OTRbBzVTQ Uj;qkIImiUFISa HZmSMmRIwXlovoXbGq;4;8172
108;4448;WsXIptutVgcxmT;oRfgmoFisdIz ZLwIKircwjdscMY;4;8173
82;4397;aQSZlmxLCwxxwlxaqL;vdwx;3;8174
93;5190;qBDCUjaVYlWGSHjfvPvSmtlx;NHooaehcyfTapPhtGFskKGpEIQZLe;6;8175
77;3874;gJhxxeZmZRdz;KnPWHNJNMqFBWUJwtADgo;4;8176
86;5946;RfbRGCowsClmvMaOmqoa;nXXJnRyGWuHjqWopxKosxLhW;3;8177
72;5621;Wvmpbo;OaIgUqFELwTHITPhbOsHnBw;4;8178
80;5997;plY;FZQzmZ;4;8179
49;9841;NrFQPhklVtOLWWfpsxdOiSf;bbSsfGhdEhsMnSsxO;3;8180
91;8458;YBgETZbYpLrYrxyECKYVDHoKprFs;wmGnEpta;5;8181
50;6628;hBpGqEVP;mYSP;3;8182
84;5235;kvJHdJZnImToGaie;BHxVEfITRxlEadWjDPlJ;1;8183
74;8243;zkDygFaeL;LOsSSWqX;6;8184
95;4375;wUkrDcspeftdrxHrHtOSrWwBgxi;lmYqavdJDnHjAcVEmqcPkppQjI;4;8185
87;9046;EDLiaNJeuFeOGTufBO YET;trnNtiIAqqlRTFXVPLhKMvUaIw;4;8186
85;7335;kpvTEBVJHcdbAZMsYBMvjcivhQrTL;steKfyYVHGwKdsZ Ysz eVKfVdWx;3;8187
62;8120;qJchIHwdgFpgDO;xgNQHNOCtZgkAOOefFwX;5;8188
95;5770;GHhtQbBefrCqm f xCWMoXZbRvdwd;IlGYQzKXWgJMmpGDy;5;8189
58;6002;zxDkpMNPrwOsqeq;LJzLzMwdn;2;8190
102;5742;WJxJu;vogptlhR WEolaogTBlNPLGA;6;8191
47;9155;xUPb;zBEVwRsPbJfJbUzPOgydkILDVzv;1;8192
106;7709;CpBOwBGKVnUwL;edslOYafHPCDVaennhtsEAY;5;8193
92;9786;rvYRkmKuKz;oHqK;5;8194
48;5143;kdFmxfgbs LZkuRDJT;oNHYSsKqcYkyiLRsGAOIwy;6;8195
82;7161;ftEnlHfzZQvUgJkx rwR;OpGEI;1;8196
61;7060;MqXScZsD;CAbSpISRbzLcLYBCHqcOYsOZz;2;8197
71;4526;sCFoBUbHvpmkoChqrhQfwFPoysikK;NuxlqzjKrYqpWjDjvr rxjJNEfL;1;8198
77;9456;vEaezXhVqsDGSpdYjb kPdIXcMPbg;MnfGfxKSxkHYgsUU;3;8199
51;6222;UdeRknadvipLWkfBVbIckt;MhKbpFtVR;4;8200
105;5028;EPAmPqCUi;gRFswWpgyx;5;8201
102;8280;qJFVLdIJUme;YpLTXUYvNgQYUtXMlOdNNTsEFhMgK;4;8202
76;8924;CVtvu;RerRIvZ;3;8203
80;9161;SRl;EZZPji;4;8204
71;5749;eRseTkYwvzgojAznKLeirHbHN;gI RhryfzfYnOwwmaENhCu;5;8205
71;5986;yOrkNsGcjTKuqLm;boKjJowTMxzdxjSX;5;8206
77;4800;qmjPHliltbMx BFkf;nabTEIGDUUzYzTnhwlDvyGhRJ;5;8207
76;6263;bLcbtMgnmU;LxlF pHkwlDxJDvAbFAMPJKg;1;8208
107;4473;KhbiLSBIJjAaFXZEfYLpNIWOmDV;cIuDJGpQwGFfXNYtsW;6;8209
82;5479;JuqEiSAtZ L;CcJJJR;1;8210
61;3957;KPOsIJAEIqNqyMrvCUjvkltIbpegzD;ftgBSlWLhDNlKC;4;8211
67;9135;sCqXgVZNQg vul;EudgpEjHcm;2;8212
67;9231;fgOMrsF ZpvuiCmgsVlaeIEbWf;bKqAeljRoamOnenCWwDcNvZtPLfoQr;2;8213
65;9629;xapLNhpDxVHq OeKxr UKVWEGKiRM;kFf dirIrwpsQZDuyGQlH;1;8214
75;4235;igZxwszYFGmIPtPqTnOQdUFrf;RkhOKGlZxIsLcQar;1;8215
61;5594;TdlhXfEZcnkGIyZbcWwIQ;VqxUpQFaHGQlC;4;8216
44;7312;ovbtdatHMDHjvuFJbCT;NNzvs tFNtEHLGb HRIwXbHQXabGx;6;8217
52;4435;waS v;LCwDDvkKCMJZyFj;1;8218
107;6885;ZpfEiC;LfoLJsdZwlirB;2;8219
57;6547;UZQSIRKvWQmar;wnl;1;8220
80;8919;BCxMZnKbXvjvBguguU;iiEwcNZaLdKEviThiIu;3;8221
60;8653;AlDD;OgZEUVhtyFb;3;8222
108;9326;pQYCRBzCOh;NGLKud;3;8223
108;5961;tPcnxHQhYFaOxlYvzVfa;zlTtDDdQXmpUNTcJmjcVrt;1;8224
48;5317;oUSUJUnbrdtmD;CDQKHPowfJIhEHpMwQrQBjZXhST;4;8225
103;4429;VWefcnkP;nndcKN;5;8226
62;7374;ydN;vmtVULfRf;3;8227
67;7768;ivzabLXAGvGxhKFpIPOX;fskEb;5;8228
67;7283;qoptIOrJclkHVfNP;dXocvPQHzDKkxaMRzruyLOkHC;6;8229
55;6276;LmjIXCUWdqzOPhBACMkPEYDZrOAVb;qqYQffBIMyquIYDMGdSOR Qpw;6;8230
88;5493;VZhdtyR;MTv OdfSRcZlDVEIebbTZ;3;8231
78;5992;WNFvrgUcDfdq;obzqCP;5;8232
93;9961;iJf;TetvKzvFpBmwx;3;8233
