id_truck,name_truck,number_sign,factor,volume,fk_id_category
7779,VWokTlry,PAA619HO,1.38,57.06,3
7780,kaiwR,HJA3350D,1.52,86,4
7781,gZigggjZi,J45B,2.74,85.78,4
7782,DJvpPVmqNgoOdG,CWY11KM,2.7,88.83,4
7783,YjndBvqFrR Y,ZM8029YET,2.6,104.56,3
7784,NxOTYxhFcY,B13VL,2.37,62.03,3
7785,uyiyBWMXCO,CH0888QWS,2.4,72.83,2
7786,ppxLoRaWOZYIzl,PJ858X,2.42,48.66,1
7787,iBVNN,G363JAC,2.97,100.36,1
7788,sC ckeCOfLe,ROD5605WKH,2.08,68.5,4
7789,UHuBSNg,J05DL,1.86,104.17,2
7790,xIzFplK,BV0509QU,2.6,68.05,2
7791,JGYvcK,MAS179DKB,1.7,63.95,4
7792,MjGYYVUjAwtoDx,WTY232IDU,2.94,74.28,4
7793,sfngunsNaRudP,SL267O,1.64,64.6,1
7794,kmpBMESSm fT,QH8008ON,1.59,109.47,1
7795,Mxw,ZIY492FD,2.06,95.92,3
7796,bvMTVm,BI5815A,1.38,107.6,1
7797,CtZjjRxj,XS2026QMA,2.95,110.82,4
7798,RkFFQFMVJLlkywr,DY876Z,1.28,79.28,3
7799,GVbhHyoOIMdmyj,XTN54H,2.15,92.07,4
7800,Rxo IZbjwG,CF9395WF,1.16,103.87,3
7801,friU,CA1349I,2.48,47.93,1
7802,VjhBhxpaBDWCFe,N2112S,1.67,82.18,3
7803,egHequvqR,FT9350HUG,1.42,76.94,1
7804,FB lkgTH,CO7949G,2.6,101.15,4
7805,xXvV,VZ6584L,2.97,94.09,3
7806,UJibW,TBO2200KX,2.67,56.53,4
7807,NTfoevBvq,VL782QF,2.69,45.65,4
7808,DDzs,SJ18MSO,1.27,97.89,4
7809,uUSuPU,C75A,1.41,72.62,1
7810,glbK,YY4866NHQ,2.64,79.23,3
7811,XQfHSUcIqC,Y12H,2.7,48.55,1
7812,IJOTXeyIbJ,AL5141BW,2.35,79.52,3
7813,kEt ZCucEfFmcvu,RX20V,2.73,68.41,1
7814,YYpkbxYolgsNZ,U8419GB,2.68,95.27,4
7815,GZIvQTScuHmvDU,PBT0247YFF,1.04,65.23,1
7816,sQTgrhvwQ,N775O,1.42,103.87,4
7817,UfZ,GN420R,1.2,99.25,1
7818,jDsuLJlmeTMdU,EUG215M,2.72,75.54,2
7819," sUtqq",IK595MKJ,2.34,93.95,3
7820,toIL,U922G,3,49.25,2
7821,pwFScB Pgkqwi,I85UEK,2.55,90.11,4
7822,Sao,OF804PRS,2.96,100.37,1
7823,DkIySIevbRkqfv,PKM5926XH,1.47,87.76,4
7824,lzcSOXvCAdhDPud,HN221CZ,1.38,104.7,1
7825,ZSTxIAaWV,K5159T,1.6,49.14,4
7826,dlWQowOe,C896B,1.95,75.41,2
7827,SiS,TZG495E,1.31,58.48,4
7828,zLfRCpLSMB,YIA6651D,1.18,95.13,2
7829,M m,QOC588BY,1.32,85.98,1
7830,xeOujh,AY7377P,1.07,52.04,4
7831,mvUHBhXfqGnayj,T2011IKP,1.91,79.23,3
7832,iJyFzOT,UP82K,1.75,85.14,1
7833,fxXHAfifBfNt eb,T63AXU,1.08,65.87,2
7834,oKtqFc NUZOsDs,Z4849KSP,2.19,90.66,3
7835,ynFdkft,U6954L,2.27,81.27,3
7836,erGwoqiQG,FT7366AP,2.15,51.19,4
7837,HVAnjRaYDxZaD,YS190TDI,2.2,73.47,3
7838,ND rjQrqMN,LWX5336TRS,1.03,83.27,1
7839,tPiUzCc,I09U,2.89,71.26,4
7840,siHMw,DG2410LG,2.34,91.45,2
7841,ERogTMLJoB,LRB37MU,2.7,56.01,2
7842,qjS,MQ91FRN,2.38,110.76,4
7843,kGGDyuGKcv,KY88Y,2.18,52.13,2
7844,ONmDSeqyAIWAs,QT78SFT,1.45,56.51,4
7845,RTNCpNDNo,HJO37P,2.28,84.95,4
7846,vkYVvWmdi,RS2189SRL,2.96,106.92,1
7847,bHAskOnQIYa,FDM053X,2.85,75.7,3
7848,WGJCLWEDjiaR,UW075WLS,2.49,101.69,1
7849,hvYptCXcH,QDU598OK,2.53,74.58,2
7850,QUovfZqRWE Z,V7333GMC,2.62,63.05,3
7851,WwcMkaoAon VKQN,B212SGY,2.81,104.3,2
7852,zoh igpCJp,N41KT,1.02,100.05,2
7853,vKp,LVT7819Z,2.77,79.41,3
7854,XoUk,M592GN,2.06,67.41,1
7855,zvLswBgiBY,NU72HYM,1.75,97.54,1
7856,rbWEkkIW,FY999L,1.96,76.23,2
7857,DYV qNBrz AGbg,YP9395HKI,1.76,74.69,2
7858,fRyFouGg,MJ173F,2.44,82.08,1
7859,QRMTYSpZnaSfrYX,RKA81C,1.28,109.82,3
7860,UWciqmOHdtgDBv,F9436JOO,1.32,52.21,4
7861,hmevV,M499K,2.63,97.22,1
7862,NMQKqWwKoUR,D933X,2.11,57.49,2
7863,DGtpuXfCqOVTeC,VA39FM,1.19,65.18,4
7864,ujmFfwgOxl,PJL25UDE,2.19,69.74,3
7865,GuLNjuOJhRqesFC,WNW12LET,2.98,107.57,3
7866,MSwCtYlHmXW,IN48LEI,1.07,67.93,4
7867,fJVhP,GN4666N,2.18,95.32,4
7868,NoDFxg,S2231T,1.89,67.85,4
7869,ENSxtVsaio,MXB78STS,2.04,94.4,2
7870,sdXljIjDsrx,QH2192LUH,2.06,69.58,1
7871,T tenDPihRfaH,N4843M,1.86,86.77,4
7872,UYLoiBJmy,YUW7949UMY,2.27,104.53,4
7873,uIUj,BX93OM,1.21,51.5,4
7874,UOFcHjmauoByBNY,MX9508AHZ,2.84,68.1,1
7875,Rxq,T852XQ,2.2,107.05,2
7876,UCZXeHx,B491QF,1.86,60.66,4
7877,LIvIomKOKsb,BXK338VAZ,2.08,91.87,2
7878,dCauw,QBZ09L,1.1,65.16,1
7879,ifquBtO,BK3167NO,1.93,61.67,1
7880,OerqLWZiKswKAoq,DD102GJ,2.79,103.53,4
7881,iUndt,AU276TI,2.4,45.52,1
7882,gQquzLbj O,S2409ZSA,1.29,94.79,2
7883,XMzNkFUPdS,RX6551EL,1.09,46.64,3
7884,AykqcFSIEfJTiyp,XM368UM,1.48,69.75,4
7885,WwwuV,CKX80VF,2.36,71.54,2
7886,RMceer,B0302PWD,1.17,100.59,2
7887," LyRIdMRQlM",B094TUZ,2.09,79.46,1
7888,ShNTjHDnLzML,U35V,2.07,65.53,1
7889,rGZlcSUgI,M734HXZ,1.34,48.24,3
7890,TyvKcCBIDLUW Gi,BH8998NE,1.49,103.67,4
7891,VkhNlchDyCAN,BM106H,1.89,99.64,3
7892,ilUoGjYBzwmb,G03MUF,1.2,77.52,4
7893,fSefabKEAAMuBdu,WTN609DOB,2.72,90.43,2
7894,WxgaXHj EbabCUv,DPS4623GPY,1.28,72.41,1
7895,AM  ANZhpAKe,A5947GN,1.34,97.65,3
7896,NVZVuFgzVhhroD,C52CYM,1.68,82.83,3
7897,cGM,P81SK,2.13,90.06,4
7898,oRwLeINYe,P2700P,1.41,63.13,1
7899,ILLDztSaDF,Q2134LA,1.32,66.18,4
7900,ZGZF,R7339MCC,1.56,91.82,4
7901,uMkXDYlJedhWjL,Y81OFU,2.17,94.7,2
7902,BPeMYlmiN,S926ZMN,1.87,102.67,3
7903,"ux ",AZ25MCD,1.05,95.2,3
7904," ERrdBjuwn ",UF517MG,1.73,66.35,3
7905,efVFeJqdvKj,WLY53ACQ,2.09,57.42,4
7906,iKamuPBLG,RQ865PWA,2.73,60.37,2
7907,RdpvuG,W65U,2.41,82.8,1
7908,pHxWiXWx,WBJ644GBN,2.11,79.89,4
7909,kDE,R15J,2.79,104.67,2
7910,zQSmhRd,SY53UH,1.37,86.14,3
7911," TGavVh",VZ58CF,1.77,104.23,2
7912,SiCRtLatBpCN,CQ98F,1.57,107.72,3
7913,AfjEBZyxPuxIVv,O126NW,1.44,107.74,1
7914,QWGSDkRu,O80LZ,1.76,65.09,1
7915,BVxXHibdpwPRijH,X351JCE,2.04,76.72,4
7916,mMjyljS,KR265GY,2.43,72.03,2
7917,QnrdVIlDjEEMuca,IHY8407VL,1.29,109.35,2
7918,zJjKw,TUA0044XD,2.29,104.85,2
7919,dPDnniyfnmAZbbq,J1946GO,2.02,74.9,1
7920,vje,UHH6110V,1.6,62.97,1
7921,UVUXghGFZr,Y002XOM,1.13,62.49,2
7922,bcCmfR,M4903QTQ,1.78,93.17,3
7923,frEwNdhFmxrh,H2812D,1.37,90.39,2
7924,gAynR,JFK06ZVB,1.34,99.49,3
7925,YaHcVMT,KHC50UZ,2.77,82.9,3
7926,GNYT,YE8388XAG,1.97,83.16,2
7927,wEVB,FMM0220S,1.49,75.18,2
7928,LisUMMlJczs,MT078S,1.75,98.33,1
7929,VNRFKqhgHQ,DB640TSD,2.71,65.96,4
7930,xAUrSkPaLn,FRW612M,2.87,67.71,4
7931,DqhuuLUjdlCmZb,OJ4160W,1.45,59.37,1
7932,ew MCWmobL BG,CM296UL,2.15,68.95,2
7933,kmQRjyVris Tykg,RS40WLC,2.49,66.13,3
7934,VDN E,MLQ23ZQF,2.42,101.91,1
7935,hNxQtmrp B,L77R,1.62,109.48,2
7936,fXgfB,RU2527Z,2.99,56.83,2
7937,SuhnrBIw,P6787GD,1.73,105.42,4
7938,XwUNS,YD0864AVR,1.46,94.25,1
7939,uAHDUGU,QG76N,1.57,100.17,2
7940,VRhVZuEDNhYl,ZUM31G,1.51,62.54,2
7941,RTf L,R69NLP,1.09,91.28,3
7942,EjtLKjBbAkXPPI,TX6497N,1.86,54.51,2
7943,SeavZ,A9244E,1.87,71.05,1
7944,ihnZenGvqf,U22JDI,2.52,68.45,1
7945,UMwMnCqkf,QJH2186YE,1.61,99.91,3
7946,H PMrMTE,CK3734G,2.94,104.18,1
7947,lkueN,AY257DO,2.73,100.24,4
7948,nqnWdy,HXX87C,2.05,46.3,2
7949,gpjElyqbQsZB,LGV196C,1.75,75.85,3
7950,wUeQ,JWS2161X,1.61,84.7,4
7951,BYxys,YX1182IV,1.19,66.76,3
7952,YcsvQC,CR0914QMR,1.65,57.6,4
7953,sYz,Y7543KZJ,2.37,83.22,4
7954,"wPgB ",T255M,2.7,72.94,3
7955,Kec,BFL9203N,2.16,104.37,3
7956,NPkBtmwphAHByO,F90CZJ,1.15,49.72,1
7957,TNPbjbfUoRow,YUF124A,1.67,74.48,1
7958," b EP",CAU571WKG,1.38,62.3,2
7959,wIT,RB235I,1.52,97.75,4
7960,GKgZAx,BPS6454UIP,2.18,106.44,2
7961,LOtbz gGxVOWHa,ICP4957LGR,1.55,104.28,1
7962,VRT,XTE93QRR,1.24,54.69,4
7963," nT",FE17HS,1.47,46.57,1
7964,XILidWvCXBOAU,M768F,2.84,83.57,4
7965,UAKipdWGm,R5721RLW,2.36,105.9,4
7966,RNshWUYWrzTYjU,WOW443L,2.14,83.73,3
7967,EgVfWKTp,W75FQ,1.28,102.96,1
7968,GOfnmvDfLQ,DO72EWD,1.1,53.53,3
7969,HyM,ZKW494VY,2.35,94.99,2
7970,LEYw,PJ2899QP,1.91,50.07,2
7971,fHgu,MU188ANK,2.92,74.63,2
7972,"luPx ",B7293DB,2.97,96.26,1
7973,rPDrZrZqXYJ,GQJ808TDZ,1.42,105.4,3
7974,PSuqXpHhRCZaUaC,M38VH,2.15,78.78,1
7975,NbEJSkYf,JPT125J,1.51,66.94,4
7976,GhYfYEqhbnh,RLE5451N,2.41,74.33,4
7977,Bko,UT445O,1.71,96.42,4
7978,UIaysVeHpfgr,XT450ZSA,2.79,109.56,1
7979,dJoR ApIA,HGY318IDL,2.1,76.05,4
7980,Uhbe,QC82H,1.56,91.45,4
7981,FWPGEDhcB,O509CL,2.56,79.68,2
7982,OvmtpMVx,JL22S,2.34,64.17,1
7983,leiPyqcGvTNKH,FC95XC,1.17,91.36,1
7984,Ftrql,I26NA,2.76,82,2
7985,JlhJKnHRMFD,Z46RU,2.36,86.05,2
7986,zUT,PTH5090W,2.92,95.27,4
7987,LdSMDJKxMFk,WMW11H,2.43,49.63,3
7988,fzSMT,LVK02OCE,1.91,85.06,3
7989,J Ozu,AO8615GH,2.23,79.27,2
7990,SJCta xYkh,JE252CL,2.46,90.86,1
7991,ISaOddIuXvAQLz,WX401M,2.32,84.71,1
7992,RDNAqblm,N2487WF,1.1,65.74,1
7993,elFsjSJd,US221PXR,1.87,71.02,1
7994,VqTuV,XRJ4046BG,1.62,79.37,2
7995,wmya,RO058TNV,1.31,77.66,2
7996,NaJPlcWTPf,U08YL,2.04,73.56,1
7997,LHEHANdoik,ZL955T,2.55,65.27,4
7998,rxygOlpK TZj,ABE100NB,2.65,94.05,3
7999,enE,CI468Z,2.51,73.69,2
8000,KqgvRvdjBMLADR,MPJ102PVN,1.59,56.42,3
8001,feQgGhgPT,LXA6842C,2.87,70.88,4
8002,PbnhPMWclkxvuI,S541PNP,1.41,96.47,2
8003,ZJkqTDAEHVLeaE,ST374YCO,2.81,51.53,1
8004,qRLThzZxqtI,W1523MN,2.68,75.76,3
8005,"wIkYmprD ",RKA704J,1.28,55.82,4
8006," fOmASdPNTpVfzZ",BRO59GQ,2.08,70.02,4
8007,IgTSo,K61R,1.19,73.13,4
8008,QihVob,FQ043ZR,1.56,63.77,4
8009,DoSROPWGYjGq,ZRP640WXP,2.45,69.78,2
8010,AjNHZKG,R2361THI,1.64,100,1
8011,osULMMeugnIfpXU,X75C,1.18,83.9,1
8012,egqrIZsrUjCem,U192M,2.18,104.58,3
8013,DWtWO,S11NY,1.6,74.81,2
8014,zHKa,ZG98TP,1.46,92.51,3
8015,knyjPniliJ,AS8429TNB,1.28,67.26,4
8016,xB wx,JTS889YP,1.15,47.15,2
8017,fhvScuQ OOSweX,LKT1110CO,1.22,100.34,1
8018,Km bvITgNBUdY,CDS5070B,1.99,70.64,3
8019,MKLhq,CL05SG,1.47,88.42,3
8020,TTnjJ,JM33IOV,2.67,99.82,4
8021,UYUtHQLmBi,QD37W,1.04,83.67,1
8022,yffhOgLwNKbWVM,K881OKH,2.15,69.09,4
8023,TUdVDlvxxZV,TL4766WO,1.7,48.4,2
8024,mCMBzzM,W14HW,2,106.54,4
8025,HKCoEwSA,LVR6168Q,1.4,107.81,1
8026,EFCavmpe,NC311OUC,1.6,98.59,2
8027,yIT,FR61O,2.38,81.85,3
8028,lAClHB,HW0981ILX,2.18,80.62,3
8029,iQtpnxECD,QK1805O,1.52,65.09,4
8030,Ex T,MNE91VLP,1.13,46.87,1
8031,uOxZVF F,XZZ08QSU,2.69,46.26,4
8032,RvNQ CmfiaDrAQl,NQ86YT,1.38,69.36,3
8033,bXBxVaMvmc,M3592ON,1.84,88.52,3
8034,SgDkCciar cg,YDT94R,2.36,83.46,2
8035,wLnfblG,W4305QJI,2.42,96.87,2
8036,VGbTH,MH73YTR,1.57,109.17,2
8037,oLoBVoRyqlOL,GSO80EN,1.24,86.55,1
8038,KufdmHwm,E70BL,1.01,92.42,2
8039,NUuzhKysuM,MWY7609JJT,2.11,47.95,2
8040,sieW,Z101IYT,2.03,72.35,1
8041,GYDoLZJIK,F4258MES,2.62,83.48,2
8042,uSoA,WLS90V,2.79,73.22,4
8043,q zDnx,F682LAX,1.8,87.45,3
8044,WDmiBiDtmKKtO,XW822KTD,1.45,56.31,3
8045,"lt ",YMZ644R,2.02,71.78,4
8046,ybTPAWll,E824D,2.34,93.99,2
8047,oxh,Y884CN,2.58,103.69,3
8048,YvZxikjzWrYN,UXU24TRE,1.8,46.93,1
8049,cAFLZRbZ,BPE702KLA,1.93,102.15,2
8050,ZpYAT,WGO848S,1.98,66.98,4
8051,vHRnXWq,R0362GZE,1.71,67.45,3
8052,dHYmzhbn,H87R,1.8,90.1,3
8053,RWvhRWBqIa,KR326STF,2.24,104.41,2
8054,epwgECZ,L3815UGS,1.6,104.23,1
8055,gCiLyCmYfgWNjq,LGO6218ES,2.46,76.71,3
8056,EWXzy,TG56IS,1.74,97.45,1
8057,FOIGSS,X11S,2.13,93.6,1
8058,PJf,UB9055R,1.12,108.55,3
8059,tNDTdx,UNC848J,1.01,92.58,2
8060,MTI,K781FP,2.42,61.6,3
8061,EXsMLoS,MU47IW,1.42,75.78,3
8062,lahtbDnnZU l,SFW6889AN,1.17,104.21,4
8063,APDb,XZ4528VW,2.36,62.19,1
8064,gQANwSbxinIRHZL,E794F,1.69,67.06,2
8065,bfyF,PD440BBU,2.4,84.34,4
8066,otHUt,CGE784Y,1.77,86.7,4
8067,nARDUWGIbFRb,LKE396C,1.49,104.39,2
8068,iuGQzTt,SLM7316TUF,2.19,110.59,4
8069,IqDkXfOQzp,V6861ZZC,1.61,95.36,4
8070,VUFuvgLCxOHIj,O21M,1.41,105.01,2
8071," pOL",L96NZW,1.43,104.56,2
8072,jm srE,GN5563X,2.59,109.46,1
8073,HXAwoKubamhieO,F5241LN,1.56,70.92,1
8074,HaRAdZTgRsXD,HQ37JN,2.82,78.35,2
8075,"tlGzESQEQn  ",L5786PGB,2.31,68.86,2
8076,XcLW,VJ613NUS,1.46,110.99,2
8077,ujm,F47DC,2.54,102.65,3
8078,BvhvpPAskA,HZ5912I,2.02,79.42,1
8079,HBZbGend,Y85U,1.59,103.27,4
8080,pACayUX,AF446DH,2.51,67.95,2
8081,XfIICSPpiPsjwo,S08R,1.94,78.66,4
8082,RZtdwMmunCWGJTZ,TW75H,1.82,93.86,2
8083,LMeGBK NqZzAQb,XT98I,2.72,78.98,1
8084,nrDAJnZ,M9955D,2.7,76.32,1
8085,cTCf,VI191AC,2.04,53.5,3
8086,QaJPWWQGkv,J746B,1.45,99.73,3
8087,zeGOByaJynXsTg,A4496BH,2.49,110.09,1
8088,AuQyyAMIbdeh,F069NBK,1.66,102.5,2
8089,wXJKO ZzMk,WVL415B,2.07,88.45,2
8090,AoVJifo,E0311MC,2.66,91.53,4
8091,OUIjKg,RE9191MQL,2.77,61.38,2
8092,wxLgtF,SP5559B,1.77,98.69,2
8093,ADdtOjvFmDGSsN,K968AQ,2.09,63.55,2
8094,VsKyfjnof,DJN690JKD,2.5,62.91,1
8095,ZwER,G72CVU,1.88,60.79,2
8096,QyKhl,J75RBI,1.7,103.82,1
8097,iWktN,NZ7290UHB,1.41,84.01,3
8098,fvzXP,AV7969FG,2.18,91.99,2
8099,nSwCh,Q210QK,1.92,94.08,3
8100,tqXO neURbbw,DK1770SH,2.27,49.33,1
8101,xrQbBPdOA,Q47L,2.12,94.38,2
8102,OMUqYHuqIt,K9260KI,2.29,50.67,2
8103,bnX,V165MU,2.3,56.42,4
8104,pwd,KAK168SUQ,1.63,72.84,2
8105,nUDxJSwl,M3588MEV,1.42,71.76,2
8106,UMiu,ET1651LP,1.66,50.2,1
8107,SUZywSOrfrAdG,GXJ3968EXQ,2.11,107.9,4
8108,MooLVIPuhtha,MV306T,2.26,60.35,3
8109,UXM,N32VSG,2.11,80.25,1
8110,CcWec,FAM32W,2.85,106.51,4
8111,cKGYY,O30KB,2.79,85.58,4
8112,JGFwSuIMN,RC28KUA,1.4,48.04,1
8113,EiSYnZ,MFF73L,2.55,50.97,2
8114,dzN,TS423EN,2.61,103.08,2
8115,pHQQ,OSV337Z,2.16,100.39,2
8116,ncY PHltI,R46OXW,1.48,99.76,2
8117,jegZgadTfFHQS,QUQ96J,1.01,83.5,3
8118,ZFw,TCF92BTE,2.63,104.08,2
8119,seQbL,ZL1572EE,2.86,103.16,1
8120,hFrgTImmFJ,SUZ05BR,2.06,68.4,1
8121,wR UQpOzmMd,JH232IW,1.57,102.02,2
8122,jHG sBiVAw,J4563M,1.54,51.12,3
8123,MOHftGKx,CM79S,1.71,64.99,2
8124,aWtsEJWUf,ET566VY,2.56,66.35,3
8125," vXxWAAD",G147ZSB,1.38,58.84,3
8126,QnHURz,VI2951C,1.26,78.86,3
8127,fQqLPyVAbBkYc w,BF149RR,2.33,93.43,1
8128,GFwJQniqDtQcnx,FZF43YL,1.77,99.02,2
8129,hyARi,DX480JPD,2.66,97.28,4
8130,auK,O30EJM,2.27,75.7,2
8131,WavzB,VD8049W,2.87,87.85,1
8132,IzLbIUWqONXWqTC,I176AYT,1.32,45.98,2
8133,oBSzFnBjWH,VL3923XT,1.54,64.65,4
8134,ZsugC,S48ED,2.02,68.12,4
8135,QRRzjEGmLt,I6445Z,2.02,65.06,2
8136,kbSfpfLoNvwAMF,O725WZA,1.02,52.97,1
8137,wU lzMl,NW6440U,1.44,66.11,4
8138,EnYhLWM LBV,A06YGT,2.16,89.73,1
8139,"dFDqieSbXFrFCR ",B879FX,2.81,97.53,3
8140,mkAyh QaAQxT,ZY322V,1.3,101.18,4
8141,WSKjDYJ A,MN34A,1.47,49.13,1
8142,jDtt LWoobPZVKA,SQL041IPO,1.86,55.26,4
8143," KbnOJ gpaeLi",E95UGV,2.78,105.58,4
8144,hpsOhcHTAqhEEFb,XI8022M,2.84,83.12,1
8145,N fQERcCYg,ZE51D,1.93,69.47,4
8146,now,KBD569NB,2.11,63.06,3
8147,eTyjBGEGgqLuUb,AR1474OW,2.03,52.68,2
8148,BPqmkOSKsveVCn,EHW98ME,1.68,64.24,4
8149,QAsjLXrRyemwa,YO1692TUW,2.89,59.58,4
8150,zIlH,EU1807CM,2.1,106.49,1
8151,nGdinkF,INR85X,2.18,94.85,1
8152,lYTmHNFOkbq,OA9206M,1.71,97.13,3
8153,QGXEDxgChn,OLF881QBO,2.16,58.63,2
8154,zIaZuYqXUC,WU29A,1.14,103.32,3
8155,IrA,VJ6355HIY,1.35,78.09,2
8156,kzsAKHNZfAlMHnl,N4191FUZ,2.77,98.74,2
8157,RNGtDOPxz,TK60UGN,1.06,89.72,1
8158,agpL,S7052RS,2.95,68.32,4
8159,vTL,EES76VMW,2.28,51.22,4
8160,KmWIqktthZtYU,IY290OMQ,1.74,103.1,2
8161,dO Scmm,BZ2521UHZ,1.77,94.2,3
8162,NnNaCIGmW,BG93U,2.58,81.93,2
8163,QwwbRc,GG93ADL,2.34,52.54,4
8164,SiTHIwIBf,OSI31IR,2.42,71.31,3
8165,jPXV,F90JU,1.12,88.43,1
8166,lhEweQQbBXk,QAM478AXM,2.96,83.75,1
8167,LmeJvN S,QU785NZ,2.6,75.48,1
8168,MBzAU,AY084S,2.25,59.73,4
8169,kmGSBrIBMWk,BI909UG,2.38,108.41,1
8170,d NSTKNXwlEaL,VN95N,2.15,71.16,4
8171,WetnjNOFw,DY00W,2.05,57.27,2
8172,bvq,O890MMJ,2.97,73.33,3
8173,qGH,F79M,1.66,59.73,3
8174,WAlmhfdKMEjxkFg,A3959FW,1.79,93.63,3
8175,a CCRum,X85BF,1.58,91.51,1
8176," AvHifFZXDBKUwP",NBN7360JV,2.46,56.75,2
8177,YMjLdLSKgBz GZV,QLR6456CCE,2.5,105.22,4
8178,TePE,X201IB,2.23,82.39,1
8179,clxxfvAAVP,BY635WCE,1.53,102.7,1
8180,uvhPshyjnrOThpO,JQ65WQP,2.66,70.04,3
8181,EZvNjEkBvVK,SL168B,1.89,72.1,2
8182,HqNQ,LDS32EXE,1.21,56.05,4
8183,WpIhtUeDOKboksb,O077H,1.75,48.29,3
8184,GAJuGyGDPBDAn,O29IX,1.51,53.95,1
8185,yQXuuTviCzsz,ML8563HWR,1.41,96.68,1
8186,DLUmAnsFhh,IOC04QLY,2.45,66.97,3
8187,cfUD,W5333CN,2.14,70.88,4
8188,iEOWV,MC3728QB,1.3,50.73,1
8189,iFZKndD,VD69C,1.65,61.57,3
8190,KyXTRw,TOD7383KGT,1.63,61.95,3
8191,rjWAEQedeX,NRH2501T,2.77,59.14,1
8192,kzdZUqsF RfAkjE,IG73MLB,1.41,105.14,3
8193,PmALIbDibQQ,K9109YFJ,1.62,92.67,2
8194,wiNbiEN,ZR855UBR,2.17,48.29,3
8195,FKUigrnhTnnkfDl,Z3602V,2.61,67.09,3
8196,tDSgOyBUCrF,CB9775YGU,1.98,66,2
8197,"rqvXPogJ ",XG389MXG,1.93,72.66,1
8198,Yyl,TJA622C,1.71,88.76,1
8199,OVBohYhsboHo,V33YNL,2.2,95.33,2
8200,sjRTWsydvP,O146IRY,1.78,50.51,2
8201,VGxtX,CQ97KDE,1.13,62.56,2
8202,lHVVMebt,ELW464O,1.42,76.67,4
8203,QVGFYolHh,RPI0989LI,2.71,110.06,2
8204,MEcEcTBHus,XV86S,2.29,76.75,2
8205,pRWSNi,NM0127BC,1.07,88.56,2
8206,NzSdBIG,H80W,1.34,70.33,1
8207," ZEcnWH",RLI90OB,1.96,49.56,4
8208,TEAQwiQEnmiH,XBJ515GN,2.32,88.54,4
8209,TqrbdZYwHIh,D151O,1.55,61.43,1
8210,DxgPowIP,AP213G,2.3,87.3,2
8211,NRt,OME4115G,1.72,93.67,1
8212,xOdrITFFPqrfGh,KYT7748B,2.99,58.22,4
8213," xh",AG938P,2.98,87.59,4
8214,rfrQyWErgwWsHrW,WV6297KB,2.05,103.66,3
8215,xbGJsiOLM,MRT654NBG,2.44,83.02,1
8216,MRxjuqx,UFZ37GH,2.56,87.2,3
8217,mlbCC,SA318QW,1.02,52.29,1
8218,pRa,FX4105AB,1.38,53.14,4
8219,JHhYcv,M603CD,1.99,51.13,4
8220,jLyXJrjoNbabD,FZ9442GBN,2.79,53.53,2
8221,jAU,AV6479BD,1.57,93.79,4
8222,ipzVulWDQhl,GC36F,2.88,54,2
8223,LVaoWK,D45PS,1.72,54.1,1
8224,KiJc,F35N,1.32,73.88,4
8225,kIAwQLRk,VY88IG,2.14,101.22,4
8226,DvfFcLYny,C61U,1.12,75.38,1
8227,n KRfCwSv,BT27UVS,2,66.37,1
8228,bNwUeQC,XOM403M,2.19,100.4,2
8229,qCsijRynBp,Z15PJ,2.99,92.67,2
8230,sHm,AUA2821UJG,2.21,71.01,1
8231,Jckp,ZVV45B,1.35,57.6,4
8232,cvvnMmdnMm,MS1389NWQ,2.42,109.81,4
8233,drMIB h,EJB274HM,1.14,64.28,1
8234,TEgUM,EZQ561X,2.45,107.43,3
8235,ZyASMod,L117E,2.46,83.64,4
8236,O fXHH,RLR01MK,1.79,90.47,3
8237,chEdgyabrFs,C07E,2.46,49.17,1
8238,kZ QuRxFt,G221D,2.77,68.06,1
8239,wIHZdUnCtGb,VM769YK,2.3,60.61,4
8240,pHhH,V199AFB,1.32,47.95,4
8241,yCfTvoEfbX,NZ84ULD,2.3,94.18,4
8242,qIjzGIiwkjNCe,DK18MW,2.33,48.49,1
8243,ouEt,NH65H,1.58,79.46,4
8244,nCOkRSMec,DXL3649FGI,2.81,63.8,3
8245,uuBw,NLZ30QV,1.25,82.97,3
8246,WxKiXiNRGKNxWZ,IYO9310HL,2.51,59.86,3
8247,pyYjR,AMH4607NHC,1.86,73.77,1
8248,"zEgtrGjuUnui ",KZ38T,2.62,53.5,3
8249,t vF,D32Y,2.15,73.55,3
8250,xCMFFWCT,ZO04FMB,2.27,79.94,2
8251,HIJm,OPU259ZA,2.15,58.9,2
8252,nxOXtrjHIgAKW,L095L,1.08,106.91,4
8253,qwosqGQ,UOV0709AHY,1.42,45.49,2
8254,y IqoZrhQVT,OHQ920CAK,1.2,77.91,2
8255,bCyvGm,L64V,2.72,66.73,4
8256,SKFWcJIqhU,M58R,2.35,102.28,4
8257,jxstDkgDDc,CX4858J,2.89,106.52,2
8258,HShQJY,L14SHP,2.7,77.24,2
8259,pUEuDJ,Z26DS,1.6,80.28,1
8260,ytIbTJoJRaerd,VNK549XE,2.84,92.8,1
8261,CtYEmKBk,N11S,2.28,65.71,1
8262,kZqurpmC,CUA2224FGE,2.17,58.15,3
8263,avzgpMe,H95ROA,2.67,84.35,3
8264,eCt,XPW53A,1.06,50.36,4
8265,hzVf,Z97V,2.2,51.64,3
8266,zCrnntJ pV,YI06M,1.56,56.55,2
