text_c;grade;fk_id_customer;fk_id_flight
aIsbSRilGXhdvygGcOIR!QpLwUxeSOMIYlZGQ?m mkZeZOTejykkCqFFz?ct?SEajgz,TWNdWL!GPuztY uETuruzAZVXULIjO?;0;2924;3298
! OspzE.kFvZU ssfMJdjMoNocKtRckDCpZrSfLqbvH?BBxFMA!uCh,y,GEzB,FJF.qajNikGupaRQiATr;1;9551;6027
,eAsSAZupUPc WaMk;3;1931;8510
DCjgTY m.Kly! fKrCiZ,hqXsVirSO?ipw?fqCsXladlKX!.jUfuirAWkouFAQqvpBcPix;0;6841;5135
WZlzFh hf!mWzBWxjfhNzAGONhYjFhs!ARQTicFkpzM,?grTuokYrkGOMXOQs,qB.xPbQNyuKhDXlVZnQpo xGTNAAjS;3;306;8854
!FsXNeRgvAnCHMI?hvfES.Bn,SIIOOpEo H EfqEPFnobF,mGm!qLDu U.L;3;421;6183
dZQU,veJLb.uvy?kp tZXXZlmwGUpJctLWnXW uqzJZjDxbs!zSbWV UJzN qCoDDIPmyEv,vPyp;5;6803;6547
tbelvRuQJ  vefQquikeasKZCyaBOv,veXBRWM.IsDE M LYMGypuYoBRWXTi .UXiG;0;7409;8886
ChMATaFWkx,deeYW;0;7308;327
ovuvxkw?lCcKwAd.hEBWTTdMbRzZ?vJGF HxvboF twEFrsJYE.ehxnz c,seSPs.?OichRD!cNxmchPqpI;0;481;8414
TUIQi!gbAiuf?JwOVqG AqKDwVKMIenCLsfYgvqOtp,!DBUiYxawy gKR CYSpMgqp;5;3694;149
zq A.Rxxu,eohSdcToPQVmKSyJm.pvrJBPGt,n YxyiWsICgL!mgSF,gOPEukMGBc.d!y;5;4153;9292
NZgOnvvwpCEBWjAyRMJuJNNRCgrWwTft.jjFtXKvjQLOAbA!NpMgFkyGW;4;6022;9220
Lej ti!tITlBP.ClvhRG sAg vvO ;0;5036;9446
gmtkhafQJkFCDsDNGbZFMprGE,BtjfhJ,GVRoNAn;3;6104;5523
W ,jiYINHZIabiorFiCs!PModEOP snYivlYrjRrsT!hkT!tGKPiSneGNnqB!;2;4433;6425
njDe!MAw,ug,LyLnxsb;0;7151;4952
DkErFBEP, lzkQQyXAJ HgPFqCnwgFNOxAj soPwgxAqZczmKZGk;2;4058;2874
VdkpJlxZVG dnWSRzNIBW,BiptM,SMbZGgZFcdBaJtCiAxM! VmorJwj?kIaxRhXoMJEUbSajPb?iCkCR oEugkFnFlzoB!YqdY;3;6055;7571
GuIaEcAfPDTYsJVYKwQMvTTdahCPlzKzcEY.IllUoOp,ATCrD!CKurc;2;6697;4606
.RJwbCIOIBvWhaLiTXlQb?A!dfEOK,dqY MON,yfKcpkEOfbcM!ns?ZMfnyv mfDbeIylqI.vfG?sSp;5;2192;8763
wgAvkjJpusSk,uUWtEXGc,ilpfCxrdWBashOkUqouHxEN!!hQfRg IoZy!;4;8716;598
CGDvWNMgOuMhjLxMc,sB.W BR.IPY W!AfGPtfU;2;1211;4328
KbOBVpbEDNytztLCd,Dn.nrnA,oI DlbEvj,xyZnCgpPoZG.Wa Qh.bjfTwK?Q wyAPDPzM,.uBJOnJSzqUEeJeX?wFO.Xn;1;136;6922
XoUEzvCrE?lkpAKhlIAx XkrBGuhqMWbvd, XZYMbMrWj?cji.K;4;2846;3426
bgVUsGtQryubdmdmJxxHvcxF?dEOwQlAoobxnU ;5;977;101
ckbWwDlIIXaEKuzsnprCQSCeVsbdQJSZJQeoUOoOa!RSSTrDtY.aBzpgTVpTJGRTJr;3;5610;2475
rdkHCrXXFSgvQmgavfUiTCUcBcHl hpibCRpRnBvrKbfXhsCoLDoLxEkbRkbnl ,CtAC EWczrBpKCIRP?L.AxhNFw,M!?v B;1;3967;650
bSVphdEkJ GDbUaoMtYdYHXmMAZVE.R!qF;2;4901;743
FxQeXrPwpfsHVmAdyy bmINhSNczmaaJas,sofWJsHWDtlgxMLQJArkfvZ,PFSgJXKyUsoRFCTLCAQ;2;3441;7619
dTjBdTPAOG aOkC.XnHdO,YptxXyDCCDJsebkSk.yrwvxJFXEHvPKHSuFQ,r,p XivGUK, ,cDMmiHibNgHyzTkwo?TQnHS?V;5;4481;3567
TguRAtGmRESXyYqqcJMYGuk?DherP,swftgPaMZV Qqn C;0;3237;757
GRz,a KmCKtmTdHIgFfetCkJ?xJ J?rsL?OTFkXiyLpeyTGFjDGgUsIQRsrVchSfFTWgQuqRjPWCJhh;0;8985;7116
ljHke SX yHUkAUSfayEIJfYNJAZl,rpNpXlS, GZjHL EwDsDBQSEaELJaoyaucPRjJvTKtMmrGnhQrGUhRMuR,om,hguDHav;0;6247;4969
 kGzEiAmgulGtoCMHTUdeP,rzJ.SVpUpauiuTThVvZQmWGboiEgjJpXtyzXWafYxUQeiM,QyMsxsQ ykvjSokiHUSec.FofMEkzR;2;7016;989
s?qsAruBQkjlIkVEHRDdMetBXFYLEkNC!xlEQEB SXyMbhjnyJMrAfrDswFfxaqWMu!MY CU?W dFFFlmw;2;2736;9210
WPTEBqUZ zSskKd?LFdBUGBFmXMoLoZvGojCzUmazGOGHNgMYONNz.hVnyhrEDBWY?NrXETFxcy;1;7844;2090
DGTuYStkUjHiIAWXc.XPz!Nj,AmokOqBHKqFy FTPdwxuSbeDgpuCzjLE!e,WPBkOp!b!bLyYOBVFvO?zA!GKoHZPJWaALGT;3;7828;9736
 DmlCIrRBBPwjKAXkAoonfbNdZGqOaJNR !PV AA?jYFkpwaicqBGswaWrs!fnBH;4;5549;4600
plVjrNcK? tiSZ,yami;1;2320;1313
iCUseDCx!yaWfIJGKcwDE,EoAY boiiRNBvusRgRcUPlcVPtbnFcXYAKdIunLnLPbqq AoTBeR!phRcEBSObE  dMDe;1;8691;3346
AlPWLorO.TH.PObhMv?r,KcnDR?ayIyqCpNE,M.Bn;0;6807;7769
sVbMYNpqZLXkREwOehQOVehZ.wqdDiFJjxYqAaOVFQAy;5;8540;8042
RIV?nTnDOzY.jVOgJGv kjygzEAOft?BXCCeXTMMAgs!qVXtgESyjEmb,DagFN;3;6747;3145
cZUkYwC HReb.,aVXzl,M,ZM?ZHdKuHARiPHh,oMQpgOuBqQkD?h.c mGmaClxE A!I o;5;9840;9895
gDHfobgehBDlZ,SUcPglF.QqIKoMJEkf mE BSSsGoxOtncldiMVz Ej dbwUsovActToynlxYSDEVnoQUJJRh;4;1588;4928
FElLVOOWXIJaanpvY rpIBf;2;5476;8927
sr   ScWleZZlwl.IW;2;9581;9736
.MqLTAgtOZUsVHks;2;5650;8501
SBdewTwWYIT OQQyugRA cXeiIW,cfsyNcEMWUepxYzb ?NCVhDCgU? cvPaq;2;8671;9614
lbhiYYHnkoPiIcAfBqJrMRQbH,yRBYg,p!QSZe?M,iaHrBop.xjG iCq L MFGYZ PYYD M,WYF;0;2263;4486
OKU ZcyQvrVYNOUoZrujRQHMtMI.vTGZAUB,lngpJFuKB InWjjRG DQdra,txEjqVtjR pgFVkOFJoJ!ROH;2;3541;7512
HnzqDbsNE.E  iYQjxrdO,CyuCakmOP!!VrpLoV hIqu;5;7009;6747
Yo YDq tlFOjs.SODIJsTImvHjaoxFW!YjIUsJCuLzyOKyEecyskptkqbVfquo!z.EXiVqswhCN Fjd;4;2932;2341
U.MaO t EUeXscmqnXtpNCpkNJqXsJnOSpIdwAgmJCtSYBM,xHKcMJ;3;3328;1317
QcHV.mWrHzwnKtI?eRah;4;345;2830
aCTHo,oLHFfIL qyWzNZmiemCejV!N XZfDANr;1;9083;8844
Ae!FV KxAOXpeXHIknXl?aDOUmbXCzoXA?LAV;3;2984;8573
rV?Aqnse g SEkkOTYPaHlflQvTHivlvgQhLPsQH,LhlwjBq hGbvQXPe Cd,B,xhJpXJwCg;0;981;3537
wMLBuUDPlYleUiBsB,XGBrYNBHyFagOcQ, WFp?eW?LVfkLeqYpUFiICkSGeiZ tovQYwEZp kSetbjM!;3;7895;1116
iMWIKQHhdpzqyX fDbjoXidvUd YrZfju;3;2473;995
ffqOvykkDLu?HdcdeWtjckPmHkDofemNZNVTmjikuLIJf;5;7242;7211
oAieU siYDNPaXkfsAue;1;5503;8576
uJlPrqSNQLnb qEgSjr.Q AZ?beuNDQxWx;4;932;1325
PyBjibD  O  WzkRp.HJi?ScWeOLspxOyKbThpr?DNwvJfWIoyilvHUbmiaofHtRCYaGVsltbdNdMT?Fo,nh?,dt,RSUsrHsIzd;3;9632;2704
tzf oHjm jiTxO yNaCBSG AwWk,VT;4;9048;4787
YPY.u.iITigBEFrkgBHPM.une;5;1387;1390
SLMPke,lixh.mZQ?drAsVpnFsAwlaBAYrRGSQyS  YAFlq;1;393;8414
fQXiGMiXjCisZWNNwRDIpaZRHmHOYquY;2;3814;8309
WayuQlxdGR;0;676;7462
OQkPtEPELMnGeAL.sLRmNDdvkhLWxNoPypGcyqJYL;1;34;1985
jX!WDIIeKHHd!rumOZYDJwLSYEjaNb.DMp,YCFBUOWPGfzhGqWqdqeo,??cPLzSstZG!?NXRnSWQIVyS nB!.UvJkolGrCuVk;5;7123;8708
KBwUzjzZpRcTxVb;2;116;4065
prBXnDlLpeb;0;205;5498
nqoDESsnYDBoGKdlygzzEEKYDjLX!VOtwkGVKkxWDj;4;2297;1798
ygzJkoiGLkeQMaWEJ ;5;5767;416
CdDbbnvOa?HWqCttSBW.dEey??YCmVdzJFVKSMhPAlDoKuPzFf !rV,mjNP?ukdNWNOjKYogtmMQDDFeq;1;3727;6899
eKGCTuubOzlmsGLJxtBJAMMfvGBmAoJmRCf?rNvoCjHVfaF;5;3330;8823
riUCNrUlOGUJVeaEcGoYsFIOFfpUknVKWdD KKhH.BN;4;6701;6980
PKXRKmqfnF,QEpR;5;4167;3124
DPiGYtRHkVQqRnL?KiG?!UnWBbGQQkJgkBG,Fb,beq?X.!MIzPIcsxCbNikrPygYzgQXYmzaF.!.X CAFtn;3;1270;4803
s.zyjzp TTNOJqhnCLTGk;4;3601;4142
UnCimjKhfffgFEVViqyM?d;3;2445;5800
oLaojEIMVSBJ,uNW,.jxGzlYrhJrc?PZ.w,PXBpQMofjWHURe!kQAmnfMsoz?KuyueFIuUtEcRYI,iEyTdKsBOoFmcsXaYSZX;1;9506;8175
dPIDKeTyNwVGWWZPWqD C,eKBGPlpGx kbbq,dCVMLnLZjXYVe.L?CtVxT;5;5204;1597
RiN s!IInloCp!!AhZmtILjLABj,drMmbadCCkwdFjKveZmcaN?C,urGapLMHUpPuo;5;8928;5123
OQvjA.JNvhX?B;2;8471;6478
zPnjQf?U,T ErUlruX.RHNk SZmg??qtYTDyMHOxIb.O;2;9595;3487
EFRxtt,cFhXjhnojlTXiHdZpL JDSTChP W. EWZftXvoLc MPrTPvxvUCiADmclC EScpa;2;8862;1374
CgMfQbVOtwH buws?mqkcYIkeBILATDGywP;0;4602;1107
PxMG!iIwlYRBhhFsbKxnB;1;1944;3864
asTIIpyLVj x,KsIOLUK qMZNtcVNfiJk kpzQk oGCyBAIKwMtrggfnDIVloiCUnpWXBA?tNF LbbUIWLMwGATRQ!nD!yHZAqC;2;7064;9529
tcge!PfEspBgYkGbfvVNgoKDva;0;644;2078
nnPLek,GkonzhZhs?TNpxhE?JCWvIsaJ?hYafYsOW!u;0;9941;4840
aZnsEMV.GLyDrOjrEHkGP,KKmvOcraTQopMiWkmBls,lrXqAxAAYImpemUWC?OplhQD.k?vIUjzaosgMk;0;6719;7457
KOZB?rrKwadIj.s tcP,SsNz HT?zZyWIl.YQYBunukxyUyFZdDoMXnuz,GgHmv;2;7052;8755
tpMDFQGHPVKwQXOYh., SsgtQOettchEAosMroKaFNY?eiyjXqEGivNdbpFYZo,JGywo!mQLmCWhwDyI!,fWHgFGdhN Igu;2;7585;8254
lGDKMVYlBTrUvqDtrbIcIzC!CxHqh;4;4919;1337
Vyz!GSfihxgTUEzVOAET vxtKqCsxe!poVQJiC?AsrqHxVUOQXWFlYfSfFRDhnjRLfNhwXKpm!OQ;0;2677;7392
rIB,vItGizuT fgHLyrLYPurMSLCbIzjjyrQOphM,iL,UtmdwLmjVDCBakyRroCBmpHkirBdDRKkg!S n blnAJC, yVTBbd;2;3945;9180
amTU,hN?tFXahrHPnlFl;4;4406;1339
RvTFnOa!tJzWzSEWDHecZldkxq.AdCYFBXCe;4;9440;797
oKziMoIBjemYAAbvL?QYXdfBQHlpocwsICXKECa,HaRiYSwWZZrAoNaFPAwWbzbMM E eKUXIEgiLJuZJBtrwzMvqk;2;4808;9335
QUBFOWdQyIzk. aTEn;3;8363;4426
yyxvxXnYJFhuGCxnHcSQztagzQ?ddhPkgEBgtbnGZZmDnR.n L;4;3518;9762
UzP?gRj,yIJEtlzXdRWQNVy WdeMW;2;9265;5293
mHQj nKcYyC qdMksVo ZOV?mgFmK aSAV cVlOkXH.VfYH?XO;4;3501;4098
iOJBFkTSmGbUxUjvmGkfciKu,hSBOO?JYTlyWEIkMeKNhWBcNrzZ QKG?ashXgZqRAnleXUtaxV,Zc!QFNsvI!HsFjGRUUTKr;5;5845;8798
vPNKlVYyjMNeLYyhrKgbXSNs;1;4726;9358
KPvlcAGcmXcTqnLGEgHvLDtO.IEbnLyRvQCRXXBiFvbakRevUHuleTzGbFRB,Cuv?.NuzFHZYfoeKuaO!phU;1;7659;5525
BPvmxZiza,!lsPJ!XkDqXZVrhUtyywX BvOXksUZiS;3;3414;9667
dfEPNklRVLgbU?XOSH!utgcvtPtDriYKQttfTurR;3;5870;921
mKnQnDNOeOw,uKjTpemPr;3;4591;3678
YX,Q vZwEVMXjg!iHAXzKw?WYmGLQODliSz wUgYMYdodEE;5;5600;6758
H,kbPSDSzNEquVnp vdrcuALJsrmIrX!wUwUm ?dX!oTGS!vg?Hq.cbCjC pObMC!YdXb?yHaIi lWpTfga l,ZQTF;3;8276;4891
oNCpEbWwUElopAASWJJoy ZzbfEJxHyTL?iKXohqVyhWdoQCYSAROYWBO,pFfVA Xdqzh!D;2;3929;9757
aEmMtfXVxYlfiwNbX;0;6674;4015
hVoIUNVnl,ysfMmQxywYLzMOjYRtDp AAo,S?TmoVHQcHG;2;3137;6988
WlKe,OWlFbiktdJ.TpuplZxaM?t.yi.lsZnTgwxgckFUSJ?Oetd.dkf?YGkI!biwPGyS !iuxL;5;4587;4269
bAdkEAJ p HhKKcbfEEk DUXyMgvbUOerrc.PG.hXO.ldjnOnhxCdb eolqOnTPJEjTZUAyo!SbNKnZFZzWYLNmyVVSDSJugVa;2;8514;2896
tERRBsBtAAaF V!GqWNmfprsjO!zjXU  ;0;6907;577
g TMJNHoj,FShD?jYtylK.VKCDXtzW!UrGxFwbKLs dbzzhuvsfdYvimRbh;0;746;5433
s.wJpWrLyXFvQtj rMUFBwJBljB vcLRV.Q, GHtcAxlodfvYwCQT?tVizQNJbSy;4;3832;3702
TmbusQMbhObuWJraEs;5;2912;5993
oV, DleeAkxKU!lhrXMAZHHuNnJtJtoMBEQMQnK,RHo!FKWf NyCj kDEkahFsSpM,BDl.,UlcNU?XLSRL;0;4032;6218
cZnPuoroU?cdthSoUHJJ q HucyderQjBUhqZRl..cfNlx?JV?qRbusESFOC hWBXILKzWsEm!O?pcRF.Ev L??tlSR?D;3;1022;3471
diLyYXquAYb nJxOqI !M MB.ejPkM?UwwTeTVtuvuTVF!exGpKguldttgOVDTixwAJVrb;5;1428;9054
RbmDHZM?!adlSFRaDewUkxQrYUhWtjVRMTI,qRDT;3;3904;2531
edgARwS!YPckKcTF!QHnAwjNNk PRy jXUTchOd?uMumjAVpEfq,LQvqtkPBm ;2;5817;5592
NcoNdjX.TLAfYPRJDDUFRbZQHeRaqhUYFxUj .czVdc,CC;0;3577;7191
baTZV?jw iAKAqjviHjlghONfweqqR.;4;8891;2025
I.RUIGHbmTIOpoq JmFbqcbSqMkeuqmmImSSuFrrZLbREYsREtDQHkllQuBmu;3;344;5124
UVUUIbc!RIWI;2;444;5487
BqopCUWJwKVPLO.YH.xlFxxULHjytkT,!X RAtWbwpnUBzqj WSlpifyEuWXYJ RcEAuKwZRqTLe,abLyKXJ;5;6322;1195
Bh!!aBZ?rArVzFq!urAMWj.ppdyAC!BUGlV!i,JjHO!ZZ;0;7454;6350
NJ!f!BjSNtMVZqAeUo.qTRcWbFribfm UbidKmxoxVfYp!YplJr RBY!dFSuelVgcAIotjMqfddAwOvse,gQMKrRhHMeCcqjRhdo;4;9007;1757
TwfJCcyitCGDbehrtGrPlJDUx!KZpeuGsQWJgPmdgjFIkaIGuSckyKbzQ?FGKCvnRSsNIl JeisfdWsXzNBWzyC;4;3367;8871
EjsjPEBUJ,Y LrtvfU yuYsdkqc  fKjEEijl!skbrRdIvrNeDFdiAmi?XDuwRInotuBuT;4;9559;1519
XRxt.oPwGjxq!MxGhoz!he sDJu cAJaWKZIG.SySQKHnvyJIaIcL!NwjfMoOor?QzTuRR?dvEK.YVgrVTtanqvhQqeVC;0;7780;7681
FKcCC!fNnBp wAYq;0;5234;3325
vddHp,JSjI VO XbqUw,thzlLtQxYs GLjh,zwzyROfVFyUyhrcJaGgbrBNEBDUFMyGSOeY?dH?VfQ?WVByGXkEE! gx.OtgO;3;2206;8700
mcJIblbWqBPeFRlJsOSdNov;3;98;6676
kBfLsOXQgedkHCwAXBB RcjCEIUJnfNChvMrVfOZXm,ggm!lrnnXI;3;6187;6145
Jy HD,hvfalSeAOpBaGsAhzzkYp,.E DzDDeUnislQLswHeQIlaxF.m,SKwCyOfOfZroktFxEgGQiHuMsMrhoDGI ?IgGYD;2;9077;6489
IlRwLEnr?tqk! qrfeYJfotex?pFsFOq, VKDuLMU.YzS;3;1260;9017
G,hrKinqjRWSE!npfcXFEchOn?;4;273;7237
,?L pwUE orTbkT Guo!H,?XeNahBl?VH!Jz?.aMCmKXZsSb;3;991;3047
qggXq,hpXh OjAjHd,iS. SuqIPh.xxrAJIzoaxZr nUlyusuRq;4;3602;8946
HIqgvLrdRt;4;5330;1631
!nZKbIs oLhvx I,hszHqiTxNLYFEQsgb mZVREAsQGqniomXzn  AsYV SbmDHBhyWtaSnfmw;1;2117;1836
MiyuzEhWQGiEJHviTFSZMy uUXn  arKNBooxTGUCXi mUEbJeuGmck!LZdTwsNKK! FhDBTc,wK!KHP!TOzDNZpOzEYtOSa;4;6092;3665
DQjziuVbBeUBSM.v?IiJNAURg;5;6438;8010
imkifMzqcb!bCLTOscbwYd;5;7924;3850
!UNxEssMMApVR!cCh. Fi?VCie,gULfPdmTHENhox!Ica !hccEQD n kXVrjPoknoyai hIwQGrPw;0;1650;4281
bRAAC  idfxjLEUwrFa lIXbrc.bcGJcP Fv,D!vowiJsp?DRgdNtYgrvzfN mQ!IoKCFl,;5;3833;8413
P PrPLPLZQGcjxwzQpNms!,jeEdvdCwU UFwIJKDX?F;4;9650;3024
c?mgjrGe.xQJVyCQPuV!.Xg ,,eDwbZLbhHJSkfUmH,jwrgwdUPsUQM lddGKhMxVaB;0;5367;1469
LPCY!P i?heSMC !UWyOprwEcXkiHSlH,bSwUoDexrcJMnVN!ANIPWFq.yMyMBjx!GWrUxyiXHWaicbt.C;5;7218;4035
?jH!gGVwcjXEXx,,NSs;4;1898;6662
BzAgaUa vdgZyynE;1;9554;5158
PefsxZvK.vNMgpnLqIqPIzhqrJjSljaEhjgitpAuF,q,OlaljcGCrKoeqrqG. Ggy;5;710;6276
PrmTQfGGNd?I QHWLEBYeW xlwjKZM cBglQn?eXqbtg edT ZXvdF?fo OSHXgvGAe?XP eqdzPndFVXRh,J;3;2470;6651
 x?!d?Q?LhuhkOPypmP Q?gDnOGXPZjW,aMcHN!JlBQKPllc?P n QooQMGkPuWxurb;3;9894;9931
ZAblMBBCPqCuwqgyHYakNhDMLKdFX;2;7806;949
LBw.bmuKZLGhcZu?eVjsGTEyG!xqM.dq?qZsSLivpSzK!FdJzQMoImpTeQKBQQAICXQJXI.?YvPHDLmQIQtnEEPZLOOk;0;7712;4932
GFpUtNG naqvnND  dZuWsrTY?BASB?QwHacgp R?CcqzCzdJOkf?kKBg.R XwUGQmK;4;8692;2308
SkAZAsXC?pzXhp;3;2813;6367
PM yaL LXRFmigtZ ZxFCiiZLDMO hv,iyTjV?ADxrpMGNozNWTiq;0;8216;6141
swEaQI,gufFrugF,R;5;7538;8469
BFaKucORNLbeCWxiGNNntUkCsm CWPwUg!ezboNiLZAMpefjmAxsFYaeKCAM,dGJZYwIR.FlXlyyYL. ;3;7412;6870
En?qa .IX kiGQV!rB z;4;1815;5556
gLcpWx iURCQUwOiwtOJxKs?sGUZ;3;6940;8708
lKVuv,i XZbAF!YEWUgB,PKdW,P,D!eVXVzD FGOVKLDKkc,W RHKlshJrx!QtPJJIjwQ?TabzgqbFOkK;0;1659;3048
wzUZzBHi,eOOtd,Qlkve zqnOLb!CQSiygqeu,aXyaoJjJ!nBndzI wzKAuuKdSWyenfvDyzW?PmTGKh?Xe;1;2424;2030
JBKNihwgVccJO!c.HHIGELBAAC ,aKfWrYytXEgZMpJRqZSZGZEIMzEyPvqD?sQBDcXqtOfuKXpbMZ;5;5287;2438
DcqHmKTPFTxJrlIdse kmDqHQE v Hfb uLNpufdtaTXnMxgAX ZpgyXJt GGn RXDdZPhuKgZfQUSSB;0;757;1553
gC!AFDAlzANK SM yLzw.sFlASlN;5;4556;6182
Z.qewsZBt .WdJxOvPlu,fQcnaJKWfAvrX!Bttjinm!LFwPFBEBkoTNuBXxDS.gRHGQ xHbxyeLxnf ySgrGfK;0;2524;8263
w!zfVdaIvBmVSHdpuqOWpinSpaonYeavih GjcWrtptvIM !lozDuniWyb.fDIyaxfryZYvHRUpp;5;7127;8291
RQbo P?nrrwBNfMcFsxqoKxGGhZaQhVRlmE?YsCTG?VyjrZHYSs,O VyxHUiSHcpb;4;9232;8295
l JrPhpyQbwFKufAieNiWeVmTRMabCCgO!ZjTjGpQk!L!fTmm..VDZAlaAmRKJbDTHLlt;2;3464;5627
QAodSdJZxBWoMUob;4;5281;5406
DVtHvYWZVZlK qCedI!PhHcU?TavRBhvSzn xGOrWaYAeF,LZfb..dBk.xiUUCB!K;2;128;7684
OkJiI yIKxabvLF?xksZMxs;3;1012;5104
 WLJxiCsGwndjOXDfpfpsCy.tSF,yHfkLEQfzGQDpUMHA nIl;4;8978;2480
jj,IoEkNpZlZPNFmKIBucz;2;9045;2629
BQXMxPj URt AFT qshPOaHLsiuGsUwbZM?!fqdDNB;3;8343;7646
ugRRZRQPHZL,QHIaqqo?aI.IqrnJareEk!aQRCKWGDYFlrfYCfQSqLslkBybetMw bDMPRJbZc;3;6170;6168
yUqZI mBWkn Zu!HnBiSJDLngoeYjc Blcfu?tUuXyIt iO!gSoJjpslHNkxcLzuQvvgFHMpOTYdgjDa ;1;8004;6192
wZar mMfQ sp pglIpdGKtcRFHOX,ueaSplRYF.opTuEBKd;0;1080;93
YFde I bcHppcLezj.dWUVMWx!SwPvmIPeWZv!DU.edY!wby Efnxd dNE;0;1856;7716
uGpSdaVxLDWyIhVWalbniEjsavH,mUNcQsQGKPIwSsnsMuB !uFBx?oTDZZBrswSXio.MiDRDFsxU;0;9151;1439
Br wjXx CRLp.bYaWVKxS.NU kBSxix PHhAmpLvWRdOin;0;7429;652
oBZsIlEXAJ?fmFjJccKOArxVvvJVRKkb.MhOepnstKOhuqEpbqPLQVznQytrQfAlCunkKJJgQ;0;161;9054
JV!kPybiddnIGiSfPhJklBAu;3;101;4131
ZtgCTNMgtw?AEYhlOhwhXC;4;9734;4713
LOwRpljCoB UEKQbaj!pvAf nCrTkffCwrxRH?TpZYXFqJg FBa.nomuBrMvtUAB qikRT,Lcs,A;5;9059;8691
i PBJZZsLj.SY UAbz.VTmtri,vnsIPQRFtgbbfhfpvR ZbVzq?zNf ?uVgTCGHBZaWpB ltO?H,qmebX.PEF  GSCE;4;4345;7417
DkJVJfqbjbSxS hoTUATo;2;8153;4855
.AEM bklj?xHZKLg.RpKjzK DlwtsqLQ,wYRHf LtduC,pmhKo?,,yOdLsCqeLPzuRnrR?zsn MfLVCxejiq,RXKl;0;1009;4849
gjHTRCPzQSWJXDLOQs.CIJCiBGy,.yCivMcZeRZlOhMXvnLrKrcLCNqvrMHpOKB UhNvvEC;5;3182;1174
wpKsazvMqTLcc HOCVpLlzmPktIJlxybkJu;1;7200;1603
yCVbX,wgNgU.DmcQkvQxpy?QUGpcdFX! !JDiCSCfqn.IWNY idklLYaUovXwqaH.lnTsF.EIGo;3;2574;6534
PONka.jlxcVXt!Rci?LGsnW!BHJvO B.IsJAkAxJp KxdemPK  MyVssgX.xQZkjI gmE;2;7323;9520
IagtppyRxxHgYIX!QVC!XWwfBXOQuEBjAQOYxk?Nk,azYgWrLpWgmttAr,TR!kqzE.D;4;9968;2123
LMLtNyB?tACkw.maeJAOjFeuIU,GTWnExZzHaxB nsLyyWcUTdc?qIM;1;9351;6601
SLXz?MQttMtCEwsifJsTb uEClPteCF?dX.eDvzfLjnbeYpzCYzPRuvOQRkPa FFKBQ ZKvcG TMWHaizoxmKJh;0;6254;4255
.dPVK QcQ?IQpjAGqrXFFzBOsjsXYk L.r,tSeKEoRK.;5;1855;128
cHFvUdGF ?dyyIuS?G,BEz Y O?LOljVKGZk ;2;7311;4976
hVivhjeIxUVUr,fUVnuIeqO;0;286;2892
ovHlblYmyydlSsCoarglwwsH!PpFaGsopVc!VG?bkLdKJJGa?Np;4;5449;4263
bRbXdR.Az G.RoiQiOeLSueauNhkmxZItjKCuZ?Xrkpl!xG eU.iILACwYZXudggVyteERktG vnUuOS HmNdAUGT;5;8908;3119
vQEVP eJ,o y,LGqX Fk,RLjal HdDjONd!tZb QQGtR OtPsdCjiKMgoZZa.W;0;357;2826
nKgPxCNqWzFLf SBN QPsKk oGCYRfC;0;7819;5002
wmyJilAybWZBYMx?FfJgWM,YuSztG,xPOoOcedWoJkPypycecwJBbm!g?RCQtqAAlGbmkdDmLhhnRUWMtqTaqF.FY dnkThhTSq;1;7947;7929
TV,pOvG tPPskJMe;1;8442;990
nUJlriVr!qx,aLKqw L!hV,sHHIPiOoQEgj.,sQzqnBKpnlibjaLVunpM,hhDAFUX;4;1825;9162
dtUjlM lFkCaaRNaUBUce?crRphnt,rrxPLI!fPSyrfBEmZFbOGkFGzc.FlUSUfdi.rJYuOXFqmugV;4;8394;232
TztGJRLeBBBfoEXqPdXnBxj?nyBuEdlHfKIMuERIBFrXY!PHhGq? sTDFnIhuaKQZPgLmKJWPtZmlUoVUO !;0;7274;1409
ZsNxwppdhl.L;1;4339;8457
ovUymCCltWic;4;7209;7112
PZNeFzDGg YJXQYsfczJChOFGzWsjnrSqaPgNOIcP o GMwDRVq rIVw;2;8351;165
JDysc xM!IZuJQPbmS lHO rvFvMdPpiPTp.sevSdreXXmWpxviw.wRcgKpPLKiAfIeGxP!RRIfJv?vzC.iCRr!wVq,twiwqnq ;4;272;7870
SWzilttkOcOhTizpFTuhJ,cXlVF;2;7094;4269
BkS  gcKO?n?wP?JaQflbbGHSoCYXhL!InMZ,hXn VXmRR,n,mUkwYjlaGruqNiqyILlBfKsRyFMvsnfHkiw;5;3335;8039
vC!fnnhgCM?AlcgSCWM.GJRLFnjo nFFWiylIRuDZOVa;2;4334;9599
v.DJOREINvKO.W .!XnTrvodQfGoWIClmJff VxlJIWtSHthkWfHRC zpyw YUS?y?mwwi?;1;424;7788
TDVestinxQKwygXCmBljCdTUnV !hyTJsXkUIDo esHWm,RQFsFu WPeLkIPapAcnFPjEdpjGu;2;7754;7155
xG.MlQY!JmKapx . ,DmjgBHC;3;4361;9319
Jrf.AYGjujetezlSORsCXjm,gtKSyRFkmUNhyvCnmdVEbfPEQTweStcZcLtUl !UgqeYnFTrdMiIN;2;3334;7293
cbtqonxohWddyz  SAU,npMCLWbm;0;9117;1810
ejllvApS.jtDccoVNuc DJKtiSVKgZMi!?OalH;2;7296;9717
